call_id,agency,actdate,acttime,streetnbr
MADRONA WAY,NE,,,122495846 23355136 SEXOF5
PARFITT WAY,SW,,,122383545 23192946 BURGL4
SUNRISE PL,NE,,,122701295 25968302 CIVIL4
GILMORE WAY,NE,,,122676545 23316947 BLSP
TOE JAM HILL,RD NE,,,122745345 21792144 SFR
NE KOURA RD,/ MILLER,RD NE,,121576649 24728845 T
HILDEBRAND,LN NE,,,122515795 23567097 SUSPI2
SUNRISE DR,NE,,,122828546 25547151 ORDNA4
STATE HWY,305 NE / NE,WEST PORT MADISON,RD,121590942 26041592 T
NE HIGH SCHOOL,RD,,,122376400 23630400 FI
BLAKELY AVE,NE,,,122043094 22567395 T
MADRONA WAY,NE,,,122495846 23355136 SEXOF5
NE GERTIE JOHNSON,RD,,,122822346 24747399 SUSPI4
NE HIGH SCHOOL,RD / HORIZON,HORIZON VIEW PL,NW,122310709 23631734 CELL
MADISON AVE,N,,,122513295 23720447 FU
MANDUS OLSON,RD NE,,,121797203 24721176 TRAFF4
SPORTSMAN,CLUB RD,NE / STATE HWY,305 NE,122395381 24298435 T
OLYMPIC DR,SE,,,122596965 23236602 PC4
MADISON AVE,S,,,122426500 23199000 WC911
GREEN SPOT,PL NE,,,122588395 24188898 SUSPI4
WINSLOW WAY,E,,,122607645 23236096 MISC4
MANZANITA RD,RD NE,,,121530893 25148850 TRAFF4
WINSLOW WAY,E,,,122531595 23252797 FRAUD4
FINCH RD NE,/ WYATT WAY,WAY NW,,122036768 23398067 MVCG
NE DAY RD W,/ MANZANITA,RD NE,,121483677 25260618 WIRESU
NE JUSTIN CT,/ MILLER,RD NE,,121500290 24497909 TRAFF3
MADISON AVE,N,,,122413745 23337897 SFC
NE JUSTIN CT,/ MILLER,RD NE,,121500290 24497909 TRAFF3
ERICKSEN AVE,NE / WINSLOW,WAY E,,122525857 23245989 PARKI4
MADISON AVE,N,,,122444495 23625547 MALIC4
MADISON AVE,N / NE NEW,BROOKLYN RD,,122442445 23911861 ASSIS4
WINSLOW WAY,E,,,122607645 23236096 MISC4
GROW AVE NW,/ HIGH SCHOOL,SCHOOL RD NW,,122338072 23651202 RECKL4
"XY(122351693,23377989)",,,,122351693 23377989 CELL
FERNCLIFF AVE,NE / WINSLOW,WAY E,,122689944 23243431 PC3
"XY(121897928,26507540)",,,,121897928 26507540 CELL
POINT WHITE,DR NE,,,121544693 22443595 FU
BLUFF ST NE,,,,121851394 22397295 FU
NE DAY RD E,/ STATE HWY,305 NE,,122023646 25247430 T
NE KOURA RD,,,,122299140 24710196 FI
MADISON AVE,N,,,122457445 23417347 FOUND4
SPORTSMAN,CLUB RD,NE / STATE HWY,305 NE,122395381 24298435 RECKL3
NE BEACH CREST,DR /,NORTH MADISON,AVE NE,122453040 24439481 BURGL4
NE BUSINESS,PARK LN,/ SPORTSMAN CLUB,RD NE,122322363 24094833 T
HIGH SCHOOL,RD NE,,,122530000 23641500 SUSPI3
NE BELLE HILL,LN,,,122138347 24234286 WC4
NE SUMMERBERRY,CT,,,122639095 25116600 FU
NE DAY RD E,/ STATE HWY,305 NE,,122023646 25247430 T
NE HIGH SCHOOL,RD / HORIZON,HORIZON VIEW PL,NW,122310701 23631369 CELL
GOWEN PL NW,/ WYATT,WAY NW,,122081204 23394504 FI
WINSLOW WAY,E,,,122607645 23236096 MISC4
FLETCHER BAY,RD NE,,,121369606 23922804 T
NE SOUTH BEACH,DR,,,122426945 21408793 ALRA
NE EAGLE HARBOR,DR,,,122719547 22863879 PC4
SUNRISE DR,NE,,,122763796 26092302 PC4
ARROW POINT,DR NE,,,121095342 24676599 PC4
WINSLOW WAY,E,,,122607645 23236096 FOUND5
NE SOUTH BEACH,DR,,,122326145 21479193 ALRA
NE HIGH SCHOOL,RD,,,121769324 23667995 PC4
WINSLOW WAY,E,,,122510453 23228755 FU
"XY(122386642,23547608)",,,,122386642 23547608 CELL
WINSLOW WAY,E,,,122534300 23245900 FU
SORREL WAY,NE,,,121213142 22375795 FU
SORREL WAY,NE,,,121213142 22375795 MISC4
MADISON AVE,N,,,122441895 23299097 MISC3
NE LATYSON,LN,,,121408043 22292845 SFR
EUCLID AVE,NE,,,122361800 26055518 INFOP4
"XY(122743729,25193679)",,,,122743729 25193679 CELL
MADRONA WAY,NE,,,122455693 23312797 WRT4
MADISON AVE,N,,,122431200 23400600 WRT4
FERNCLIFF AVE,NE / TIFFANY,MEADOWS,DR NE,122695625 23445875 T
SPORTSMAN,CLUB RD,NE / STATE HWY,305 NE,122395381 24298435 T
WYATT WAY,NW,,,122392027 23377349 SUSPI3
NE DAY RD E,/ STATE HWY,305 NE,,122023646 25247430 MVC3
WINSLOW WAY,E,,,122708235 23243118 MISC3
FERNCLIFF DR,/ HAWLEY,WAY,,122691694 23282545 MISC3
STATE HWY,305 NE,,,121419100 26448500 WC2
MADRONA DR,NE,,,123053296 23386247 ALRA
MADISON AVE,N / WYATT,WAY NE,,122430882 23382078 HAZMA
"XY(122317550,23822767)",,,,122317550 23822767 CELL
HIGH SCHOOL,RD NW,,,122341036 23651094 FU
NE HIDDEN COVE,RD / STATE,STATE HWY 305,NE,121741380 25661177 DUI3
SPORTSMAN,CLUB RD,NE / STATE HWY,305 NE,122395381 24298435 FU
OLYMPIC DR,SE,,,122677882 23172305 PC4
PENNY PL NE,,,,121791094 24913900 SUSPI3
DON PALMER,AVE NE,,,121540493 23075396 PC4
FERNCLIFF AVE,NE / HAWLEY,WAY NE,,122690896 23281528 UNWAN3
HARBOR SQUARE,LOOP,NE,,122649577 23272717 NOISE3
FERNCLIFF AVE,NE / WINSLOW,WAY E,,122689944 23243431 ASSAU2
SIVERTSON RD,RD NE,,,121835444 25923052 UNWAN3
NE HIGH SCHOOL,RD,,,122364045 23666097 PC4
NE HIGH SCHOOL,RD,,,122681545 23613597 FU
NE HIGH SCHOOL,RD,,,122681545 23613597 FU
NE KNIGHT RD,,,,122609045 25351951 THREA4
NE WINDSONG,LOOP,,,122397745 24816800 ALRP
WINSLOW WAY,E,,,122607645 23236096 MISC4
MADISON AVE,N / STATE,HWY 305 NE,,122472788 23963126 ANIMA3
NE NEW BROOKLYN,RD,/ SPORTSMAN CLUB,CLUB RD NE,122235619 23919372 T
WINSLOW WAY,E,,,122607645 23236096 MISC5
NE HIGH SCHOOL,RD,,,122364045 23666097 FI
NORTH MADISON,AVE NE,NE / NE VALLEY RD,,122458161 24703570 T
LINDVIG WAY,NW,,,119288538 27790156 PC4
LYNWOOD CENTER,RD,NE,,121775200 22508600 HARAS4
NE SEABOLD,RD / STATE,HWY 305 NE,,121590942 26041592 RECKL3
NE COUNTRY,CLUB RD,,,122366445 22216294 PC4
NE EAGLE HARBOR,DR,/ WYATT WAY NW,,121975274 23400294 MVC4
WINSLOW WAY,E,,,122607645 23236096 MISC3
MANZANITA RD,RD NE,,,121542293 25596651 DV4
STATE HWY,305 NE / WINSLOW,WAY E,,122597314 23245536 TRAFF3
SUNRISE DR,NE,,,122757746 25777752 TRANS
NE NEW BROOKLYN,RD,/ SPORTSMAN CLUB,CLUB RD NE,122235619 23919372 T
WYATT WAY,NW,,,122392027 23377349 BURGL4
WINSLOW WAY,E,,,122607645 23236096 ASSIS4
DEAD END / WYATT,WYATT WAY,NW,,122258063 23331888 CELL
VINEYARD LN,/ WINSLOW,WAY E,,122604664 23256788 CELL
VINEYARD LN,/ WINSLOW,WAY E,,122606214 23254346 CELL
EUCLID AVE,NE / NE LAFAYETTE,AVE,,122464458 26128713 SUSPI2
WINSLOW WAY,E,,,122510453 23228755 LOSTP4
HILDEBRAND,LN NE,,,122546345 23567847 UNWAN3
SIVERTSON RD,RD NE,,,121946463 26001399 RUNAW4
NE HIGH SCHOOL,RD / NE,NE TWIN PONDS,RD,121532719 23579686 CELL
MILLER BAY RD,RD NE,,,121500819 27856009 TRAFF3
SHANNON DR,SE,,,122539422 23210059 MVC4
NE BUCKLIN,HILL RD / FLETCHER,BAY RD,NE,121727008 23138339 T
NE BYRON DR,,,,122783996 23688997 SUSPI3
SUQUAMISH,WAY NE,,,121270125 26463609 ASSIS3
MILLER RD NE,,,,121932500 25218700 ALRA
MADISON AVE,N,,,122441895 23299097 UNWAN3
SILVEN AVE NE,NE,,,121407543 25590651 BLS
ALMA PL NE,,,,121566103 26054091 PC4
MILLER RD NE,/ NE TOLO,RD,,121434233 24330578 T
MADISON AVE,N,,,122414526 23285776 MISC4
NE BAKER HILL,RD,,,121794394 22620445 FU
NORTH MADISON,AVE NE,NE,,122452400 24418800 T
WASHINGTON,AVE NE,,,122414995 26052002 MISSI4
BLAKELY AVE,NE / NE COUNTRY,CLUB RD,,122421748 22250674 FI
NEW SWEDEN,AVE NE,,,122560245 22805146 T
HIGH SCHOOL,RD NE,,,122530000 23641500 BLSP
STATE HWY,305 NE,,,121509614 26342010 MVC3
STATE HWY,305 NE,,,121509614 26342010 TRANS
NE WARDWELL,RD,,,122366785 24336578 WCA
ERICKSEN AVE,NE,,,122526300 23284100 VERBA3
OLYMPIC TERRACE,AVE,NE,,121470923 24835837 T
WINSLOW WAY,E,,,122607645 23236096 ASSIS4
WINSLOW WAY,E,,,122510453 23228755 WC911
GILMORE WAY,NE,,,122676545 23316947 ASSAU2
NE NORTH TOLO,RD,,,120824242 24472099 ALRA
WINSLOW WAY,E,,,122607645 23236096 WRT4
SPORTSMAN,CLUB RD,NE,,122357967 24144771 FI
BLUE SKY LN,NE,,,121335243 23300897 ANIMA3
NORTH MADISON,AVE NE,NE,,122401402 24632035 ASSIS3
NE HIDDEN COVE,RD / STATE,STATE HWY 305,NE,121741380 25661177 RECKL3
EAGLECLIFF,RD / FAWN,PL,,122651805 23573546 CELL
FLETCHER BAY,RD NE,,,121505453 23604970 BLSGP
OLYMPIC DR,SE,,,122674395 23183596 UNWAN3
FERNCLIFF AVE,NE / WINSLOW,WAY E,,122689944 23243431 DV3
HIGH SCHOOL,RD NE,,,122680900 23626700 DOAB
MANDUS OLSON,RD NE,,,121646093 24304599 MISC4
HILDEBRAND,LN NE,,,122517595 23521547 ALRB
"XY(122581434,22823485)",,,,122581434 22823485 CELL
NE BAKER HILL,RD / SORREL,WAY NE,,121213892 22540673 MVC4
WING POINT,WAY NE,,,122782746 23353447 MVC3
WINSLOW WAY,E,,,122607645 23236096 MISC3
"XY(122381192,23901271)",,,,122381192 23901271 CELL
GILMORE WAY,NE,,,122676545 23316947 UNKNO3
HIGH SCHOOL,RD NE,,,122680900 23626700 DVB
WINSLOW WAY,E,,,122607645 23236096 MISC3
HIGH SCHOOL,RD NE,,,122530000 23641500 MVC4
HIGH SCHOOL,RD NE,,,122680900 23626700 WC4
LAVENDER LN,NE,,,121424393 22374445 ALRA
AARON AVE,,,,122842296 23675797 SEXOF3
"XY(122317550,23822767)",,,,122317550 23822767 CELL
STATE HWY,305 NE / NE,WEST PORT MADISON,RD,121590942 26041592 T
"XY(122391069,24376161)",,,,122391069 24376161 T
ARROW POINT,DR NE,,,121095342 24676599 PC4
OLYMPIC COLLEGE,WAY,NW,,119130447 28413494 MISC3
WINSLOW WAY,E,,,122607645 23236096 FU
NE BAY HILL,RD,,,121728493 24836700 FU
WINTERGREEN,LN NE,,,122621704 23727339 MISC3
ROCKAWAY BEACH,BEACH RD,NE,,122948496 22329895 WATERR
"XY(122759560,24755145)",,,,122759560 24755145 CELL
MADISON AVE,N,,,122446145 23547347 CPR
JOHN ST NE,,,,122776040 25587474 PC4
EAGLE PL NE,,,,122743795 23270597 PC4
EAGLECLIFF,RD,,,122694007 23531719 PC4
AARON AVE,,,,122843940 23625745 PC4
TIFFANY MEADOWS,DR,NE,,122737877 23384089 PC4
CAMELIA LOOP,NE,,,122476232 23598075 PC4
MADISON AVE,N,,,122461785 23903536 DV4
MADISON AVE,N,,,122461785 23903536 INTOX4
DON PALMER,AVE NE,,,121540493 23075396 FU
ERICKSEN AVE,NE / WINSLOW,WAY E,,122525857 23245989 SUSPI3
AGATEWOOD,RD NE / STATE,HWY 305 NE,,121562268 26138373 MVCG
WINTERGREEN,LN NE,,,122621704 23727339 ALRA
MILLER RD NE,,,,121946744 25063950 DV4
"XY(121861657,25447707)",,,,121861657 25447707 CELL
FORDS CT NW,,,,122386871 23492062 MVCA
MADISON AVE,N / WYATT,WAY NE,,122430882 23382078 TRAFF3
NE HIGH SCHOOL,RD,,,122470095 23627397 THEFT3
LARSONS PL,NE / NE LATYSON,LN,,121481665 22411462 CELL
NE HIDDEN COVE,RD,,,122345195 25785952 THEFT4
SUQUAMISH,WAY NE,,,121270125 26463609 ASSIS4
SUNRISE DR,NE,,,122763796 26092302 PC4
"XY(122589147,23200210)",,,,122589147 23200210 CELL
WEAVER RD,NW,,,122175294 23362047 ASSIS3
MINAMOTO LN,NE / WINSLOW,WAY E,,122614770 23258757 CELL
SPORTSMAN,CLUB RD,NE / NE WARDWELL,RD,122380026 24286054 TRAFF3
GILMORE WAY,NE,,,122676545 23316947 DV2
"XY(122332667,21716862)",,,,122332667 21716862 CELL
COPPERTOP,LOOP NE,,,122385695 24104898 ALRA
KNECHTEL WAY,NE / WALLACE,WAY NE,,122536826 23469521 CELL
"XY(122322243,23819745)",,,,122322243 23819745 CELL
OLYMPIC DR,SE / WINSLOW,WAY E,,122597314 23245536 DUI3
SANDS AVE NE,NE,,,121875894 23848148 DV3
HARBORVIEW,DR SE,,,122621045 23140846 ALRFC
WINSLOW WAY,E,,,122607645 23236096 MISC4
NE EAGLE HARBOR,DR,,,122667095 22910946 THEFT4
OLYMPIC DR,SE / WINSLOW,WAY E,,122597314 23245536 TRAFF3
KNECHTEL WAY,NE,,,122487800 23447100 WC911
WINSLOW WAY,E,,,122607645 23236096 MISC3
WINSLOW WAY,E,,,122607645 23236096 FI
BJUNE DR SE,/ PARFITT,WAY SW,,122430154 23215147 CELL
HIGH SCHOOL,RD NW,,,122396847 23649029 PC4
CREOSOTE PL,NE,,,122883566 22868450 PC4
NE EAGLE HARBOR,DR,/ MCDONALD AVE,NE,122288398 22858522 TRAFF4
HIGH SCHOOL,RD NE /,MADISON AVE N,,122441202 23647074 TRAFF3
HIGH SCHOOL,RD NE /,STATE HWY 305,NE,122571327 23644516 TRAFF3
LANDMARK CT,NE,,,122764423 23420755 BEHAVB
HOMESTEAD,LN / MADISON,AVE N,,122468232 23454605 CELL
FERNCLIFF AVE,NE,,,122701276 23951742 FIREW4
DEAD END / NE,NE SULLIVAN,RD,,121134976 22769532 CELL
NE GUNDERSON,RD / RULLING,AVE NE,,121303537 28564944 BLSP
WING POINT,WAY NE,,,122831769 23372215 PC4
PARK AVE NE,,,,123025665 23509683 PC4
NE HIDDEN COVE,RD / MANZANITA,MANZANITA RD NE,,121491466 25653613 T
WINSLOW WAY,E,,,122607645 23236096 FI
FERNCLIFF AVE,NE / HIGH,SCHOOL RD,NE,122700573 23641750 TRAFF3
IHLAND WAY,NW / LOVELL,AVE NW,,122304277 23585751 T
NE SUMMERBERRY,CT,,,122650895 25111900 SUSPI4
WINSLOW WAY,E,,,122471495 23254130 DUI3
SUNRISE DR,NE,,,122763796 26092302 PC4
EUCLID AVE,NE,,,122507245 26008802 MISC3
HIGH SCHOOL,RD NE,,,122588345 23631497 SUICIB
WINSLOW WAY,E,,,122475745 23238896 MVC4
MADISON AVE,N / WINSLOW,WAY E,,122427905 23249436 MVC4
MARTIN LUTHER,KING JR,JR LN NE,,122387018 23707150 PC4
ALMA PL NE,,,,121565910 26051012 PC4
NE DAY RD W,,,,121804361 25257806 PC4
AARON AVE,,,,122867846 23518447 HARAS4
NE HIGH SCHOOL,RD,,,121802600 23667700 PC4
MADISON AVE,N,,,122438963 23745749 PC4
ERICKSEN AVE,NE / HOMESTEAD,LN,,122517895 23378722 CELL
CAVE AVE NE,/ STATE HWY,305 NE,,122611502 23254815 CELL
NE HIGH SCHOOL,RD / HORIZON,HORIZON VIEW PL,NW,122310709 23631734 CELL
HILDEBRAND,LN NE,,,122545395 23588397 FOUND4
HIGH SCHOOL,RD NE,,,122588345 23631497 FI
SPORTSMAN,CLUB RD,NE / STATE HWY,305 NE,122395381 24298435 T
NE HIGH SCHOOL,RD,,,122470095 23627397 SUSPI3
DEAD END / SANDS,SANDS AVE,NE,,122035606 23801626 CELL
MADISON AVE,N,,,122413745 23337897 UNWAN3
STATE HWY,305 NE / SUQUAMISH,WAY,NE,121273196 26526675 T
DEAD END / HARBORVIEW,HARBORVIEW,DR SE,,122652553 23195177 CELL
SPORTSMAN,CLUB RD,NE / STATE HWY,305 NE,122395381 24298435 T
NE WING POINT,DR,,,122932188 23292652 ALRA
CHEVRON,,,,122539923 23646188 T
MADISON AVE,N,,,122415345 23498497 MISSI4
NE NEW BROOKLYN,RD,/ SPORTSMAN CLUB,CLUB RD NE,122235619 23919372 T
STATE HWY,305 NE / SUQUAMISH,WAY,NE,121273196 26526675 T
LYNWOOD CENTER,RD,NE,,121750543 22844546 MVCG
LOGG RD NE,/ NE VALLEY,RD,,122755726 24697173 T
HIGH SCHOOL,RD NE,,,122521100 23645300 MISSI2
HIGH SCHOOL,RD NE,,,122479808 23611864 PC4
NE DAY RD E,/ STATE HWY,305 NE,,122023646 25247430 T
BATTLE POINT,DR NE /,SKINNER RD NE,,121003122 24605178 TRAFF3
SUNRISE DR,NE,,,122763796 26092302 PC4
CAVE AVE NE,/ GILMORE,WAY NE,,122624552 23310935 TRAFF3
IHLAND WAY,NW,,,122404295 23574547 PC3
WINSLOW WAY,E,,,122510453 23228755 WIRESF
DON PALMER,AVE NE,,,121606077 23137074 PC4
NE HIGH SCHOOL,RD,,,122470095 23627397 PC4
NE LAFAYETTE,AVE,,,122594445 26049752 T
SUNRISE DR,NE,,,122763796 26092302 PC4
ROYAL AVE NE,,,,121025258 24874306 PC4
NE HIDDEN COVE,RD,,,121796062 25528639 MISC3
"XY(121861657,25447707)",,,,121861657 25447707 CELL
"XY(121066949,24673085)",,,,121066949 24673085 CELL
ROCKAWAY BEACH,BEACH RD,NE,,122948546 22517145 ALRA
NE ABIES DR,,,,121738643 24803650 FU
ERICKSEN AVE,NE / MADRONE,LN N,,122486002 23251357 CELL
STATE HWY,305 NE,,,121510375 26288183 TRAFF3
WINSLOW WAY,E,,,122563299 23247154 PC4
HIGH SCHOOL,RD NE,,,122537800 23644900 BLSP
NE BLIGH CT,/ SPRINGRIDGE,RD NE,,121255154 24009359 TRAFF4
MILLER RD NE,,,,121449484 24368754 T
MADISON AVE,N,,,122441895 23299097 MISC3
NE VALLEY RD,,,,122723900 24706119 PC4
FERNCLIFF AVE,NE,,,122690720 23274408 PC4
NE HIGH SCHOOL,RD,,,121704712 23668451 PC4
MILLER RD NE,,,,121340171 23998090 PC4
NE WEST PORT,MADISON,RD,,121950107 26032502 PC4
NORTH MADISON,AVE NE,NE,,122467811 25170364 PC4
ERICKSEN AVE,NE,,,122522095 23315997 MALIC4
HIGH SCHOOL,RD NE /,WINTERGREEN LN,LN NE,122611942 23643764 T
DEERCLIFF RD,NE,,,122651645 23569897 THEFT4
NE DOLPHIN,DR,,,121805400 26281400 ALRA
HARBOR SQUARE,LOOP,NE,,122633337 23253442 PC4
AMBROSE LN,NW,,,122401049 23364628 PC4
TIFFANY MEADOWS,DR,NE,,122739806 23402131 PC4
PHELPS RD NE,,,,122108149 25399031 PC4
NE DAY RD W,,,,121947794 25271751 PC4
SAKAI VILLAGE,LOOP NE,,,122490845 23838998 WC4
HIGH SCHOOL,RD NE,,,122477200 23673300 PC4
MADISON AVE,N,,,122438134 23708111 SUSPI4
NE LOFGREN,RD / MORAN,RD NE,,122445950 24110468 T
NE CRYSTAL,LN,,,121147592 22332095 ALRA
NE CRYSTAL,LN,,,121147592 22332095 ALRA
MINAMOTO LN,NE,,,122660168 23280051 FU
SUNRISE DR,NE,,,122744319 25778411 T
HIGH SCHOOL,RD NE,,,122540234 23644959 PC4
NE HIGH SCHOOL,RD,,,122470095 23627397 FI
SUNRISE DR,NE / NE VALLEY,RD,,122722771 24697688 T
POINT WHITE,DR NE,,,121379593 22129494 SUSPI4
W BLAKELY AVE,AVE NE,,,121889537 22343199 FU
NE DAY RD W,/ MILLER,RD NE,,121978601 25249261 T
CAMELIA LOOP,NE,,,122464745 23595697 DV3
PHELPS RD NE,,,,122100986 25380964 DV3
NE HIDDEN COVE,RD / STATE,STATE HWY 305,NE,121741380 25661177 DUI3
HILDEBRAND,LN NE,,,122535126 23618675 PC4
DEAD END / HARBORVIEW,HARBORVIEW,DR SE,,122681128 23170839 CELL
WINSLOW WAY,E,,,122607645 23236096 MISC5
NE DAY RD W,,,,121947794 25271751 FU
NE JAY ST / MANZANITA,,RD NE,,121485864 25382827 ANIMAB
BLAKELY AVE,NE,,,122025797 22554873 PC4
PINYON AVE,NE,,,121758496 24754178 PC4
HIGH SCHOOL,RD NE,,,122472676 23661495 PC4
NE HIGH SCHOOL,RD,,,122506145 23609997 PC4
NE BERGMAN,RD,,,121789093 25122252 ALS
MCDONALD AVE,AVE NE,,,122293352 22691319 FU
WINSLOW WAY,E,,,122607645 23236096 MISC4
NE QUAIL HILL,RD,,,122032229 23815990 THREA4
ROBINWOOD,DR NE,,,122703345 23358697 PC4
MADISON AVE,N,,,122439298 23761799 PC4
SHANNON DR,SE,,,122531725 23167210 MVC3
WINSLOW WAY,E,,,122510453 23228755 THEFT4
NE HIGH SCHOOL,RD,,,122411800 23664400 T
NE TOLO RD,,,,121393295 24333714 T
SPORTSMAN,CLUB RD,NE,,122310623 24065116 PC4
MILLER RD NE,,,,121446060 24359453 T
NE DAY RD W,,,,121947794 25271751 PC4
NE DAY RD W,,,,121826500 25255700 PC4
NE KITSAP ST,,,,122365183 21866857 PC4
SHANNON DR,SE,,,122471728 23174990 PC4
NE SOUTH BEACH,DR,,,122411686 21420787 PC4
ROCKAWAY BEACH,BEACH RD,NE,,122946219 22310233 PC4
HIGH SCHOOL,RD NW,,,122352896 23650655 PC4
HIGH SCHOOL,RD NE,,,122471712 23646350 PC4
HIGH SCHOOL,RD NE,,,122615945 23616547 PC4
THREE T RD,NE,,,122539092 22265813 PC4
SUNRISE DR,NE,,,122763796 26092302 PC4
NE HIGH SCHOOL,RD,,,122364045 23666097 PC4
NE HIGH SCHOOL,RD,,,122492995 23610147 ANIMA3
NE DAY RD E,/ STATE HWY,305 NE,,122023646 25247430 FI
MADISON AVE,N,,,122428262 23262719 T
VINEYARD LN,,,,122581926 23445783 PC4
NE DAY RD E,/ STATE HWY,305 NE,,122023646 25247430 TRAFF3
PLEASANT BEACH,DR NE,/ POINT WHITE,DR NE,121759235 22525891 DUI3
ARROW POINT,DR NE /,LAURELWOOD LN,NE,121129189 24828930 CELL
NORTH TOWN,DR NE,,,122289145 23973898 RECKL3
MADISON AVE,N,,,122415345 23498497 WC911
SUNRISE DR,NE / NE VALLEY,RD,,122722771 24697688 T
MINAMOTO LN,NE / WINSLOW,WAY E,,122615806 23257639 CELL
NE HIGH SCHOOL,RD / SPORTSMAN,SPORTSMAN CLUB,RD NE,122101057 23659699 T
STATE HWY,305 NE,,,121419100 26448500 WC3
NORTH MADISON,AVE NE,NE / NE VALLEY RD,,122458161 24703570 T
HIGH SCHOOL,RD NW /,MADISON AVE N,,122436798 23642840 T
"XY(122675181,23188846)",,,,122675181 23188846 CELL
OLYMPIC DR,SE,,,122674000 23182900 WC911
NE DAY RD E,/ STATE HWY,305 NE,,122023646 25247430 T
SANDS AVE NE,NE / NE WALDEN,LN,,121914182 23905510 T
NE LOFGREN,RD,,,122464245 24096698 MENTA3
MOUNTAIN VIEW,RD NE,,,122927355 24633554 CPR
SUNRISE DR,NE / NE TORVANGER,RD,,122741237 25622243 FI
MANITOU BEACH,DR NE,,,122670794 24361785 PC4
"XY(121260832,23490570)",,,,121260832 23490570 CELL
LYTLE RD NE,,,,121937144 22433145 PC3
EAGLE PL NE,/ FERNCLIFF,AVE NE,,122690482 23235579 CELL
HIGH SCHOOL,RD NE,,,122491500 23645900 UNWAN3
HIGH SCHOOL,RD NW,,,122373845 23636947 FRAUD4
ALLENS COVE,LN NE,,,122365645 25922102 ALRA
NE EAGLE HARBOR,DR,/ WIMSEY AVE NE,,122226305 22914400 T
FLETCHER BAY,RD NE,,,121728843 23201546 BURGL4
CAMELIA LOOP,NE,,,122464745 23595697 DV4
SUNRISE DR,NE,,,122763796 26092302 PC4
HIGH SCHOOL,RD NE,,,122680900 23626700 SUSPI3
SUNRISE DR,NE,,,122712895 24946250 BLSP
WINSLOW WAY,E,,,122607645 23236096 MISC4
MADISON AVE,S,,,122426500 23199000 WC4
STATE HWY,305 NE / VINEYARD,LN,,122557208 23457393 T
DON PALMER,AVE NE,,,121606073 23137076 PC4
TIFFANY MEADOWS,DR,NE,,122710495 23451597 DOAB
NE BUCKLIN,HILL RD / LYNWOOD,CENTER,RD NE,121827991 23137059 TRAFF3
NE LOVGREEN,RD E / STATE,HWY 305 NE,,122194159 24976179 T
RAVINE LN NE,/ WINSLOW,WAY E,,122573300 23246286 T
NE CARMELLA,LN,,,121979626 23538340 THEFT4
BATTLE POINT,DR NE,,,120926727 24412917 THEFT4
AGATEWOOD,RD NE,,,121550759 26288229 BURGL4
KIMIKO LN / MADISON,AVE,N,,122440262 23811001 T
NORTH MADISON,AVE NE,NE / NE VALLEY RD,,122458161 24703570 T
HIGH SCHOOL,LOOP NE,/ NE HIGH SCHOOL,RD,121942246 23665649 TRAFF3
HIGH SCHOOL,LOOP NE,,,121942233 23666293 MVC3
MANITOU BEACH,DR NE,,,122852201 24567708 PC4
WINSLOW WAY,E,,,122510453 23228755 PC4
WYATT WAY,NE,,,122502645 23385847 BURGL4
NE HIGH SCHOOL,RD / HORIZON,HORIZON VIEW PL,NW,122310709 23631734 CELL
FAY BAINBRIDGE,PARK,,,122808403 26099758 PC4
"XY(121425734,24612082)",,,,121425734 24612082 CELL
NE HIGH SCHOOL,RD / HORIZON,HORIZON VIEW PL,NW,122310709 23631734 CELL
NE LOVGREEN,RD E / STATE,HWY 305 NE,,122194159 24976179 MVC3
NE DAY RD E,/ NE YETI,LN,,122024833 25273329 CELL
TANI CREEK,RD NE,,,122267265 22281454 PC4
WINSLOW WAY,E,,,122510453 23228755 WC911
HIGH SCHOOL,RD NE,,,122491500 23645900 UNWAN3
ARROW POINT,DR NE,,,121095342 24676599 PC4
NE HIDDEN COVE,RD,,,121796062 25528639 MISC3
FORT WARD,HILL RD NE,,,122359200 21867100 PC4
ERICKSEN AVE,NE / MADRONE,LN N,,122486002 23251357 CELL
NE DAY RD E,/ NE YETI,LN,,122031632 25269895 CELL
WINSLOW WAY,E,,,122544095 23233646 PARKI4
GROW AVE NW,/ MADISON,AVE N,,122419109 23652703 CELL
SHANNON DR,SE,,,122508700 23164500 THEFT3
WINSLOW WAY,E,,,122607645 23236096 FU
NORTH MADISON,AVE NE,NE / STATE HWY,305 NE,122395381 24298435 BLSP
WAYPOINT WOODS,TRAIL,,,122611510 23192091 PC4
NE DAY RD W,/ MILLER,RD NE,,121978601 25249261 T
WINSLOW WAY,E,,,122607645 23236096 MISC4
BLAKELY AVE,NE / THREE,T RD NE,,122600826 22250266 FI
SPORTSMAN,CLUB RD,NE / NE WARDWELL,RD,122380026 24286054 T
NE LOVGREEN,RD E / STATE,HWY 305 NE,,122194159 24976179 T
MADISON AVE,N / MADRONA,WAY NE,,122430415 23356907 WC3
SPORTSMAN,CLUB RD,NE,,122244794 24001398 T
SORREL WAY,NE,,,121170442 22487673 FRAUD4
WINSLOW WAY,E,,,122607645 23236096 FOUND5
NE EAGLE HARBOR,DR,,,121967376 23387454 PC4
NE NEW BROOKLYN,RD,,,121936444 23930467 PC4
MADISON AVE,N,,,122438849 23740730 PC4
