_needs_review,_review_reason,CallID,When,Typ,Nature,P,Location,Cty
,,19C077668,18:19:08 08/23/19,l,Property Check,4,1818 W SIXTH ST,COR
,,19C077669,18:19:50 08/23/19,l,911 Hangup,2,RIMPAU AVE & MAGNOLIA AVE,COR
,,19C077670,18:21:59 08/23/19,lf,Accident Inj,1,MAGNOLIA AVE & RIMPAU AVE,COR
,,19C077671,18:29:13 08/23/19,l,911 Hangup,2,1539 YORBA ST,COR
,,19C077673,18:30:49 08/23/19,f,ZZBleeding,1,737 MAGNOLIA AVE # 105,COR
,,19C077674,18:35:27 08/23/19,l,911 Hangup,2,1820 FULLERTON AVE # 350; CORONA WOUND CENTER,COR
,,19C077675,18:42:42 08/23/19,l,Patrol Info,4,1200 S MERRILL ST; HUSTED PARK,COR
,,19C077676,18:45:22 08/23/19,l,Special Detail,4,1150 W TENTH ST; CORONA HIGH SCHOOL,COR
,,19C077677,18:52:12 08/23/19,l,Patrol Info,4,236 N MAPLE ST,COR
,,19C077678,18:53:34 08/23/19,l,Public Service,3,515 W FOURTH ST; PD PRKG LOT,COR
,,19C077680,19:06:15 08/23/19,l,Property Check,4,935 N MCKINLEY ST; VINEYARD CHURCH,COR
,,19C077682,19:07:33 08/23/19,l,Property Check,4,490 N MCKINLEY ST,COR
,,19C077683,19:10:33 08/23/19,l,Property Check,4,480 N MCKINLEY ST,COR
,,19C077684,19:13:34 08/23/19,l,Property Check,4,1299 E ONTARIO AVE,COR
,,19C077685,19:16:36 08/23/19,l,Stranded Veh,3,514 W GRAND BLVD,COR
,,19C077686,19:16:47 08/23/19,l,Property Check,4,390 N MCKINLEY ST,COR
,,19C077687,19:17:16 08/23/19,f,ZZSick,1,1549 FOX RUN,COR
,,19C077688,19:17:25 08/23/19,l,Drunk In Public,2,1380 W SIXTH ST ;#101 ROCKY SUSHI,COR
,,19C077689,19:19:13 08/23/19,l,911 Hangup,2,11792 BUNTING DR,
,,19C077690,19:20:31 08/23/19,l,Flag Down,4,953 RIMPAU AVE # 208,COR
YES,'Location' garbled/scrambled text,19C077692,19:23:33 08/23/19,l,Patrol Info,4,1800 S LINCOLN AVE;LINCOLN PARK;POSS HSVIOL,COR
,,19C077693,19:25:39 08/23/19,l,Suspicious Circ,3,1235 QUARRY ST,COR
,,19C077695,19:32:12 08/23/19,l,Property Check,4,418 N MAIN ST,COR
,,19C077697,19:37:55 08/23/19,l,Property Check,4,418 N MAIN ST,COR
,,19C077698,19:39:39 08/23/19,l,Follow Up,4,10754 ARLINGTON,COR
,,19C077699,19:41:00 08/23/19,l,Property Check,4,1122 PASEO GRANDE,CRA
,,19C077700,19:48:57 08/23/19,l,Property Check,4,2313 S MAIN ST,COR
,,19C077701,19:50:41 08/23/19,l,Property Check,4,275 TELLER ST # 100; 24 HOUR FITNESS,COR
,,19C077702,19:52:58 08/23/19,l,Alarm Call,2,2616 RESEARCH DR; #A,COR
,,19C077703,19:54:55 08/23/19,l,Petty Theft,3,1610 W SIXTH ST; CORONA 76; SUSP 97,COR
,,19C077705,19:56:02 08/23/19,l,Property Check,4,THE CROSSINGS,COR
,,19C077706,19:58:06 08/23/19,l,Susp Vehicle,3,2731 BLUE SPRINGS DR; STAYBRIDGE HOTEL,COR
,,19C077707,19:59:13 08/23/19,l,Alarm Call,2,720 S TEMESCAL ST;KMM TELECOMMUNICATION,COR
,,19C077708,20:03:38 08/23/19,f,ZZMedical Alert,1,875 RIVER RD # 106; RIVER RUN APTS,COR
,,19C077709,20:09:11 08/23/19,l,Traffic Stop,4,MAGNOLIA AVE & GRANT ST,HGS
,,19C077710,20:15:42 08/23/19,l,Patrol Info,4,91 EB ON RAMP & GREEN RIVER RD,COR
,,19C077711,20:19:31 08/23/19,f,Cardiac Arrest,1,2600 S MAIN ST; CORONA POST ACUTE; #105A,COR
,,19C077712,20:23:56 08/23/19,l,Traffic Stop,4,N LINCOLN AVE & RAILROAD ST,COR
,,19C077713,20:25:45 08/23/19,l,Traffic Stop,4,210 S LINCOLN AVE,COR
,,19C077714,20:31:31 08/23/19,l,Property Check,4,803 SERRANO DR,COR
,,19C077715,20:33:40 08/23/19,l,Traffic Stop,4,401 S LINCOLN AVE # C; YOSHINOYA,COR
,,19C077716,20:34:00 08/23/19,l,Property Check,4,418 N MAIN ST,COR
,,19C077717,20:36:31 08/23/19,l,Traffic Stop,4,W SIXTH ST & S BUENA VISTA AVE,COR
,,19C077719,20:39:22 08/23/19,l,911 Hangup,2,3594 NELSON ST,COR
,,19C077720,20:42:46 08/23/19,l,Traffic Stop,4,W SIXTH ST & AVENIDA DEL VISTA,COR
,,19C077721,20:52:44 08/23/19,l,Property Check,4,470 HIDDEN VALLEY PKWY; KOHLS,COR
,,19C077722,20:55:48 08/23/19,l,Traffic Stop,4,HARRIS ST & W SEVENTH ST,COR
,,19C077723,20:58:49 08/23/19,l,Auto Theft Rec,4,1886 BUTTERFIELD DR; BUTTERFIELD PARKL;POSS 10851,COR
,,19C077724,21:01:25 08/23/19,f,ZZSick,1,4901 GREEN RIVER RD # 38,COR
,,19C077726,21:04:53 08/23/19,l,Property Check,4,369 MAGNOLIA AVE; VONS,COR
,,19C077727,21:04:57 08/23/19,l,Property Check,4,515 E SIXTH ST,COR
,,19C077728,21:05:30 08/23/19,l,Traffic Stop,4,W OLIVE ST & S VICENTIA AVE,COR
,,19C077729,21:06:51 08/23/19,l,Property Check,4,515 E SIXTH ST,COR
,,19C077730,21:08:05 08/23/19,l,Patrol Info,4,MAGNOLIA AVE & 15 SB ON RAMP,COR
,,19C077731,21:09:49 08/23/19,l,Property Check,4,480 N MCKINLEY ST,COR
,,19C077732,21:10:14 08/23/19,l,Patrol Info,4,490 HIDDEN VALLEY PKWY # 101; SKILLETS CAFE,COR
,,19C077733,21:11:01 08/23/19,l,Property Check,4,930 E SIXTH ST; CITY PARK,COR
,,19C077734,21:11:20 08/23/19,l,Property Check,4,509 BATEMAN CIR,COR
,,19C077735,21:12:50 08/23/19,l,Special Detail,4,1150 W TENTH ST; CORONA HIGH SCHOOL,COR
,,19C077737,21:19:29 08/23/19,l,Property Check,4,2380 FULLERTON; CROSSROADS SCHOOL,COR
,,19C077738,21:23:26 08/23/19,l,Property Check,4,284 DUPONT ST,COR
,,19C077739,21:34:10 08/23/19,l,911 Hangup,2,1055 LOWRY RANCH RD;PHS2,COR
,,19C077740,21:34:34 08/23/19,l,Traffic Stop,4,91 WB MAIN LINCOLN,COR
,,19C077741,21:38:14 08/23/19,l,Welfare Check,2,2800 RIDGELINE DR; PRADO VIEW ELEMENTARY SCHOOL ;XRPT,COR
,,19C077743,21:40:27 08/23/19,l,Traffic Stop,4,EL CAMINO AVE & MAGNOLIA AVE,COR
,,19C077744,21:40:54 08/23/19,l,Solicitor,3,2800 VISTA DEL MONTE WAY; LL CONT,COR
,,19C077747,21:42:46 08/23/19,f,ZZFall,1,1025 LA TERRAZA CIR # 308,COR
,,19C077748,21:43:25 08/23/19,l,Assist Othr Dpt,3,1257 LAKEPORT LN ;RSO,COR
,,19C077749,21:51:09 08/23/19,l,Ped Check,4,N MCKINLEY ST & SHOPPING CENTER,COR
,,19C077750,21:52:09 08/23/19,l,Traffic Stop,4,MAGNOLIA AVE & S NEECE ST,COR
,,19C077751,22:05:23 08/23/19,l,Traffic Stop,4,PROMENADE AVE & N MCKINLEY ST,COR
,,19C077755,22:09:56 08/23/19,l,Loud Noise,3,1872 LEXINGTON DR,COR
,,19C077758,22:15:31 08/23/19,l,Ped Check,4,710 E SIXTH ST; SILVER DOLLAR PANCAKE HSE INC,COR
,,19C077759,22:15:33 08/23/19,l,Property Check,4,1461 RIMPAU AVE; SIZZLER,COR
,,19C077760,22:16:07 08/23/19,l,Property Check,4,1335 W SIXTH ST,COR
,,19C077761,22:24:06 08/23/19,l,Loud Party,3,920 WYVAL AVE,COR
,,19C077763,22:27:26 08/23/19,l,Vehicle Check,4,310 S MAIN ST; AMERICAN CLEANERS,COR
,,19C077765,22:29:56 08/23/19,l,Traffic Stop,4,930 E SIXTH ST; CITY POOL,COR
,,19C077766,22:34:55 08/23/19,l,Property Check,4,640 COLLETT AVE; CRESTA VERDE PARK,COR
,,19C077768,22:35:32 08/23/19,l,Susp Vehicle,3,2331 KELLOGG AVE # A; CROSSROADS CHURCH,COR
,,19C077769,22:37:56 08/23/19,l,911 Hangup,2,2585 S MAIN ST;ABAN PHS1,COR
,,19C077770,22:39:38 08/23/19,l,911 Hangup,2,915 N VICENTIA AVE;PHS2,COR
,,19C077772,22:40:55 08/23/19,l,Alarm Call,2,2350 BORDER AVE; ADAMS ELEMENTARY,COR
,,19C077773,22:42:22 08/23/19,l,911 Hangup,2,927 N VICENTIA AVE,COR
,,19C077775,22:52:29 08/23/19,l,Property Check,4,416 W SIXTH ST,COR
,,19C077776,22:52:53 08/23/19,l,Property Check,4,1353 W SIXTH ST,COR
,,19C077777,22:58:46 08/23/19,l,Traffic Stop,4,W EIGHTH ST & S LINCOLN AVE,COR
,,19C077778,23:01:32 08/23/19,l,Speed Contest,3,W ONTARIO AVE & S LINCOLN AVE;POSS,COR
,,19C077779,23:03:26 08/23/19,l,Patrol Info,4,BUCHANAN ST & PROMENADE AVE,COR
,,19C077780,23:04:07 08/23/19,l,Property Check,4,222 S PROMENADE AVE; UNIWEB INC,COR
,,19C077781,23:04:42 08/23/19,lf,Accident Inj,1,12785 MAGNOLIA AVE,HGS
,,19C077783,23:08:40 08/23/19,l,Area Check,3,1663 DAWN RIDGE DR; ATTMP 459V;RP FOLLOWING,COR
,,19C077784,23:08:52 08/23/19,l,Assist Othr Dpt,3,TEMESCAL & SIXTH ST,NOR
,,19C077786,23:13:32 08/23/19,l,Traffic Stop,4,S SHERMAN AVE & W SIXTH ST,COR
,,19C077787,23:20:34 08/23/19,l,Vandalism Past,4,123 N BUENA VISTA AVE # C; LL CONT,COR
,,19C077788,23:21:17 08/23/19,l,Property Check,4,2455 ANSELMO DR; MEC CORONA SUMMIT III LLC,COR
,,19C077789,23:28:13 08/23/19,l,Property Check,4,1290 E ONTARIO AVE; WALMART,COR
,,19C077790,23:28:23 08/23/19,l,Property Check,4,615 RICHEY ST; PROMENADE PARK,COR
,,19C077791,23:31:05 08/23/19,f,ZZFall,1,1260 CHRISTINA LN # G,COR
,,19C077792,23:35:59 08/23/19,l,Alarm Call,2,1820 RIMPAU AVE; CENTENNIAL HIGH SCHOOL,COR
,,19C077793,23:36:37 08/23/19,l,Loud Noise,3,1467 RIPCHAK RD,COR
,,19C077794,23:38:25 08/23/19,l,Property Check,4,275 TELLER ST # 100; 24 HOUR FITNESS,COR
,,19C077795,23:40:15 08/23/19,l,Property Check,4,2200 MANUGULAR AVE; MANGULAR PARK,COR
,,19C077796,23:40:16 08/23/19,lf,ZZCommrcal Alrm,1,1241 OLD TEMESCAL RD,COR
,,19C077798,23:42:20 08/23/19,l,Property Check,4,2500 GROVE AVE,COR
,,19C077799,23:42:47 08/23/19,f,ZZFwy Acc w/ inj,1,91 EB MAIN MCKINLEY,COR
,,19C077800,23:48:29 08/23/19,l,911 Hangup,2,1550 CIRCLE CITY DR;PHS2,COR
,,19C077801,23:50:22 08/23/19,lf,Overdose,1,4282 HAVENRIDGE DR,COR
,,19C077803,23:52:20 08/23/19,l,Traffic Stop,4,E SIXTH ST & S HOWARD ST,COR
,,19C077804,23:53:54 08/23/19,f,ZZFwy Acc w/ inj,1,15 SB MAGNOLIA ONTARIO,COR
,,19C077806,23:58:15 08/23/19,l,DV-Assault,2,2795 CABOT DR # 155; TGI FRIDAYS,COR
,,19C077807,00:01:17 08/24/19,l,Property Check,4,2900 VISTA DEL MONTE WAY,COR
,,19C077808,00:04:16 08/24/19,l,Traffic Stop,4,W EIGHTH ST & S SHERMAN AVE,COR
,,19C077809,00:11:21 08/24/19,f,ZZFall,1,1180 W EIGHTH ST # F,COR
,,19C077811,00:13:55 08/24/19,l,Ped Check,4,W SECOND ST & S BUENA VISTA AVE,COR
,,19C077812,00:15:56 08/24/19,l,Auto Theft Past,3,1655 VIA SANTIAGO;MEADOWOOD APTS,COR
,,19C077814,00:26:50 08/24/19,l,Traffic Stop,4,N LINCOLN AVE & RAILROAD ST,COR
,,19C077815,00:30:18 08/24/19,l,Disturb Peace,3,450 AUTO CENTER DR; IN N OUT BURGER; REF 2 LV,COR
,,19C077816,00:31:30 08/24/19,l,Traffic Stop,4,RIMPAU AVE & OLYMPIC DR,COR
,,19C077817,00:31:35 08/24/19,l,Loud Party,3,1025 CASANDRA LN,COR
,,19C077819,00:35:01 08/24/19,l,Patrol Info,4,365 IOWA; RIVERSIDE,
,,19C077820,00:39:35 08/24/19,l,Stranded Veh,3,PROMENADE AVE & CRESTA RD,COR
,,19C077821,00:49:08 08/24/19,l,Drunk Driver,2,2193 SAMPSON AVE; TACO BELL,COR
,,19C077822,00:51:17 08/24/19,l,Loud Party,3,1038 E THIRD ST,COR
,,19C077823,00:53:43 08/24/19,l,Patrol Info,4,S MAIN ST & 91 WB ON RAMP,COR
,,19C077824,00:55:07 08/24/19,f,ZZFall,1,4207 FLOYD DR,COR
,,19C077825,00:58:01 08/24/19,l,Assist Othr Dpt,3,4207 FLOYD DR,COR
,,19C077826,01:02:22 08/24/19,l,Traffic Stop,4,MELISSA CT & S PROMENADE AVE,COR
,,19C077827,01:03:48 08/24/19,l,Area Check,3,2160 HIGHPOINTE DR;POSS 10851,COR
,,19C077828,01:05:24 08/24/19,l,Alarm Call,2,181 VIA TREVIZIO ;CALIBER COLLISION ;SILENT VID ALRM,COR
,,19C077829,01:06:37 08/24/19,l,Welfare Check,2,310 N LINCOLN AVE; MC DONALDS,COR
,,19C077830,01:07:41 08/24/19,l,Property Check,4,1560 W SIXTH ST,COR
,,19C077831,01:09:18 08/24/19,l,Special Detail,4,130 W FOOTHILL PKWY; CHEVRON GAS,COR
,,19C077832,01:13:22 08/24/19,f,ZZSick,1,2095 HIGHPOINTE DR # 104,COR
,,19C077833,01:13:39 08/24/19,f,ZZSick,1,1550 RIMPAU AVE # 19,COR
,,19C077834,01:15:04 08/24/19,l,Traffic Stop,4,W SIXTH ST & S LINCOLN AVE,COR
,,19C077835,01:17:30 08/24/19,l,Drunk Driver,2,W ONTARIO AVE & S LINCOLN AVE,COR
,,19C077836,01:31:02 08/24/19,l,Area Check,3,1914 FULLERTON AVE,COR
,,19C077837,01:32:03 08/24/19,l,Additional Info,4,1005 QUARRY ST; CIRCLE CITY TOWING AND GARAGE INC,COR
,,19C077838,01:32:10 08/24/19,l,Traffic Stop,4,W SIXTH ST & S SHERMAN AVE,COR
,,19C077839,01:43:45 08/24/19,l,Veh Burg Past,4,2160 HIGHPOINTE DR # 211,COR
,,19C077841,01:45:45 08/24/19,l,Assist Othr Dpt,3,1015 LA TERRAZA CIR # 206;RSO,COR
,,19C077844,01:57:17 08/24/19,l,Disturb Peace,3,250 E BLAINE ST; METRO LINK,COR
,,19C077845,02:05:11 08/24/19,l,Alarm Call,2,1441 POMONA RD # 25; BEYOND CUSTOM CABINETS,COR
,,19C077846,02:09:38 08/24/19,l,Traffic Stop,4,410 N MCKINLEY ST; US BANK,COR
,,19C077847,02:12:21 08/24/19,l,Patrol Info,4,1280 KELLEY AVE,COR
,,19C077848,02:27:48 08/24/19,l,Loud Noise,3,4026 WILD DUNES CIR,COR
,,19C077849,02:33:41 08/24/19,l,Disturb Peace,3,1735 W SIXTH ST; ARCO REFUSE TO LEAVE,COR
,,19C077850,02:43:51 08/24/19,l,Traffic Stop,4,784 N MAIN ST; JACK IN THE BOX,COR
,,19C077852,03:16:31 08/24/19,l,Alarm Call,2,2115 COMPTON AVE; VANTAGE MEDICAL,COR
,,19C077853,03:22:14 08/24/19,f,ZZCommrcal Alrm,1,1241 OLD TEMESCAL RD ;OLD TEMESCAL ROAD TIC,COR
,,19C077855,03:31:51 08/24/19,l,911 Hangup,2,1776 ALL AMERICAN WAY; ALL AMERICAN ASPHALT,COR
,,19C077857,03:39:33 08/24/19,l,Surveillance,4,CHICAGO ST & TAYLOR AVE,COR
,,19C077858,04:03:50 08/24/19,l,Alarm Call,2,2090 CALIFORNIA AVE; WINBO USA,COR
,,19C077859,04:11:52 08/24/19,i,911 Hangup,2,1150 W TENTH ST; CORONA HIGH SCHOOL,COR
,,19C077862,04:55:15 08/24/19,l,Traffic Stop,4,418 N MAIN ST,COR
,,19C077864,05:17:15 08/24/19,l,Alarm Call,2,1150 PASEO GRANDE; CESAR CHAVEZ ELEMENTARY SCHOOL,COR
,,19C077867,05:41:13 08/24/19,l,Auto Theft,2,3272 AMETHYST ST; POSS,COR
,,19C077871,06:02:16 08/24/19,l,Patrol Info,4,1285 W NINTH ST # A,COR
,,19C077872,07:08:38 08/24/19,l,Property Check,4,200 N LINCOLN AVE; MOTEL 6,COR
,,19C077873,07:15:01 08/24/19,l,Alarm Call,2,280 CORPORATE TERRACE CIR,COR
,,19C077874,07:20:49 08/24/19,l,Ill Parked Veh,4,2201 WAGON TRAIN ST,COR
,,19C077875,07:24:44 08/24/19,l,Property Check,4,3555 GRAND OAKS,COR
,,19C077876,07:29:12 08/24/19,l,Patrol Info,4,S MAIN ST & E GRAND BLVD,COR
,,19C077877,07:30:34 08/24/19,l,Property Check,4,1560 W SIXTH ST,COR
,,19C077878,07:34:31 08/24/19,l,Alarm Call,2,2210 GRFFIN WY # 101; VERIZON WIRELESS,COR
,,19C077881,07:47:09 08/24/19,l,Traffic Stop,4,15 SB CAJALCO WEIRICK,TEM
,,19C077882,07:49:57 08/24/19,l,Vehicle Check,4,1244 CIRCLE CITY DR,COR
,,19C077883,07:53:58 08/24/19,l,Property Check,4,1886 BUTTERFIELD DR; BUTTERFIELD PARK,COR
,,19C077884,07:56:00 08/24/19,l,Citizen Contact,3,3403 WALKENRIDGE DR,COR
,,19C077885,08:00:48 08/24/19,l,Property Check,4,2243 EAGLE GLEN PKWY; STATER BROS,COR
,,19C077886,08:17:27 08/24/19,lf,Overdose,1,150 N BUENA VISTA AVE,COR
,,19C077889,08:22:41 08/24/19,l,Traffic Stop,4,1400 CRESTA RD,COR
,,19C077890,08:23:11 08/24/19,l,H/R Coll Past,4,N MCKINLEY ST & SHOPPING CENTER;LL CONT,COR
,,19C077892,08:37:53 08/24/19,l,Ill Parked Veh,4,W FOOTHILL PKWY & TRUDY WAY,COR
,,19C077893,08:51:50 08/24/19,f,ZZPublicSrvceF,2,511 TERMINO AVE,COR
,,19C077894,08:55:51 08/24/19,l,Property Check,4,400 PENROSE DR,COR
,,19C077895,09:03:26 08/24/19,l,Property Check,4,2280 WARDLOW CIR; D R HORTON AMERICAS BUILDER,COR
,,19C077896,09:07:43 08/24/19,l,Alarm Call,2,1885 SAN REMO DR; BROOKWOOD VILLAS APARTMENTS,COR
,,19C077897,09:13:54 08/24/19,l,Alarm Call,2,1160 RAILROAD ST; ARCHITECTURAL DESIGN AND SIGNS INC,COR
YES,'Nature' garbled text (embedded symbol),19C077898,09:15:42 08/24/19,f,ZZFaint/Uncons,1,947 ESTHER DR,COR
,,19C077899,09:25:16 08/24/19,l,Alarm Call,2,1180 RAILROAD ST; NORDGEAR CORP,COR
,,19C077900,09:26:24 08/24/19,l,Comm Burg Past,4,3915 GREEN RIVER RD;#C091,COR
,,19C077902,09:35:36 08/24/19,l,Suspicious Circ,3,4215 SAN RAMON DR,COR
,,19C077904,09:56:03 08/24/19,l,Traffic Stop,4,705 N MAIN ST,COR
,,19C077905,09:58:19 08/24/19,l,911 Hangup,2,1192 ZIRCON ST,COR
,,19C077906,10:01:54 08/24/19,l,Comm Policing,4,598 SANTANA WAY; SANTANA PARK,COR
,,19C077907,10:05:23 08/24/19,l,Found Property,4,PASEO GRANDE & W FOOTHILL PKWY,COR
,,19C077908,10:08:53 08/24/19,l,Disturb Peace,3,847 LA DOCENA LN ; FAMILY,COR
,,19C077909,10:09:08 08/24/19,l,Domestic Distur,2,4452 OWENS ST # 104,COR
,,19C077910,10:10:43 08/24/19,l,Traffic Stop,4,CRESTA RD & N PARKRIDGE AVE,COR
,,19C077911,10:10:52 08/24/19,l,911 Hangup,2,1220 W ONTARIO AVE; CORONA FRIENDS CHURCH,COR
,,19C077912,10:11:17 08/24/19,l,Found Property,4,1280 E SIXTH ST,COR
,,19C077913,10:13:13 08/24/19,l,Accident,2,N MCKINLEY ST & 91 WEST BOUND OFF RAMP,COR
,,19C077914,10:15:33 08/24/19,l,911 Hangup,2,1065 W SEVENTH ST; CHARLES E TAMAYO CONSULTING SERVICE,COR
,,19C077915,10:18:00 08/24/19,l,911 Hangup,2,598 SANTANA WAY; SANTANA PARK,COR
,,19C077916,10:18:59 08/24/19,l,Auto Theft Past,3,1065 W SEVENTH ST,COR
,,19C077917,10:31:40 08/24/19,l,Property Check,4,2795 CABOT DR,COR
,,19C077918,10:43:06 08/24/19,l,Stranded Veh,3,N MCKINLEY ST & GRIFFIN WAY,COR
,,19C077920,10:51:01 08/24/19,l,911 Hangup,2,1180 CALIFORNIA AVE; LARRYS THUNDERBIRD AND MUSTANG PARTS,COR
,,19C077922,10:56:06 08/24/19,l,CMC Violation,4,DARTMOUTH ST & EATON ST,COR
,,19C077923,10:57:02 08/24/19,f,ZZSick,1,2541 TUSCANY ST # 103; ULTA BEAUTY,COR
,,19C077925,11:04:51 08/24/19,l,Comm Policing,4,2800 PALISADES DR,COR
,,19C077926,11:05:12 08/24/19,f,ZZSick,1,2431 NORTHMOOR DR,CRA
,,19C077928,11:08:29 08/24/19,l,Patrol Info,4,GREEN RIVER RD & 91 WB ON RAMP,COR
,,19C077929,11:16:25 08/24/19,l,Traffic Stop,4,SERFAS CLUB DR & PALISADES DR,COR
,,19C077930,11:19:50 08/24/19,l,Traffic Stop,4,E SIXTH ST & E GRAND BLVD,COR
,,19C077933,11:25:37 08/24/19,f,ZZChest Pains,1,155 AUTO CENTER DR; METRO LINK,COR
,,19C077934,11:26:46 08/24/19,l,Traffic Stop,4,PROMENADE AVE & CRESTA RD,COR
,,19C077935,11:27:46 08/24/19,l,Patrol Info,4,930 E SIXTH ST; CITY PARK,COR
,,19C077936,11:31:00 08/24/19,l,911 Hangup,2,598 SANTANA WAY; SANTANA PARK,COR
,,19C077937,11:32:50 08/24/19,l,Traffic Stop,4,E SEVENTH ST & E GRAND BLVD,COR
,,19C077938,11:41:28 08/24/19,l,Property Check,4,1800 EAGLE GLEN PKWY; EAGLE GLEN GOLF CLUB,COR
,,19C077941,11:46:28 08/24/19,l,Traffic Stop,4,1148 CALIFORNIA AVE,COR
,,19C077942,11:47:41 08/24/19,f,ZZSick,1,W SIXTH ST & S BELLE AVE,COR
,,19C077943,11:50:53 08/24/19,l,Ped Check,4,650 S MAIN ST; CITY LIBRARY,COR
,,19C077944,11:57:48 08/24/19,l,Flag Down,4,N MCKINLEY ST & 91 WB ON RAMP,COR
,,19C077945,11:58:27 08/24/19,l,Traffic Stop,4,1681 CALIFORNIA AVE; OMEGA PRODUCTS INTERNATIONAL COR INC,
,,19C077946,11:59:12 08/24/19,l,Alarm Call,2,4300 GREEN RIVER RD # 112; HEATHER CLOUS,COR
,,19C077947,12:01:46 08/24/19,l,Auto Theft Rec,4,1655 VIA SANTIAGO,COR
,,19C077948,12:03:00 08/24/19,l,Disturb Peace,3,511 N MAIN ST;#102;SPORTS WEAR,COR
,,19C077949,12:03:06 08/24/19,f,ZZStroke,1,668 DONATELLO DR,COR
,,19C077950,12:07:06 08/24/19,l,Z-Animal Svcs,4,BORDER AVE & KROONEN DR;FOR PD RESPONSE,COR
,,19C077952,12:09:54 08/24/19,l,Silent Comm 211,1,3383 GRAND OAKS ; 104; CARTERS,COR
,,19C077953,12:15:26 08/24/19,l,911 Hangup,2,389 N MAIN ST,COR
,,19C077956,12:36:07 08/24/19,lf,Accident Inj,1,1047 W SIXTH ST,COR
,,19C077957,12:42:28 08/24/19,l,Chld Abuse Past,2,351 MAGNOLIA AVE; HOBBY TOWN; 10 AGO,COR
,,19C077958,12:45:51 08/24/19,l,911 Hangup,2,400 S VICENTIA AVE,COR
,,19C077959,12:47:15 08/24/19,l,Property Check,4,1504 TABER ST,COR
,,19C077962,13:04:28 08/24/19,l,Reckless Driver,3,CALIFORNIA AVE & OLD TEMESCAL RD,COR
,,19C077963,13:06:25 08/24/19,lf,Man Down,1,PENELOPE LN & ROXANNE LN,COR
,,19C077964,13:06:46 08/24/19,l,Suspicious Circ,3,160 W FOOTHILL PKWY # 105; UPS STORE,COR
,,19C077965,13:07:06 08/24/19,l,911 Hangup,2,1885 SAN REMO DR,COR
,,19C077966,13:07:35 08/24/19,l,H/R Coll Past,4,E SIXTH ST & RADIO RD,COR
,,19C077967,13:11:14 08/24/19,l,Patrol Info,4,4060 CROWN RANCH RD; 23103,COR
,,19C077970,13:17:34 08/24/19,l,Resid Burg Past,4,1545 BORDER AVE;#D;LL CONTACT REQ,COR
,,19C077972,13:22:02 08/24/19,lf,Vegetation Low,1,E SIXTH ST & EL SOBRANTE RD,COR
,,19C077974,13:23:39 08/24/19,l,Citizen Contact,3,1087 SUNBEAM LN;LL CONT,COR
,,19C077976,13:24:43 08/24/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C077978,13:26:29 08/24/19,l,Assist Othr Dpt,3,2993 BIGHORN DR,COR
,,19C077979,13:29:21 08/24/19,l,Comm Policing,4,1366 VIA DEL RIO,COR
,,19C077981,13:35:13 08/24/19,l,Ped Check,4,EL SOBRANTE RD & E SIXTH ST,COR
,,19C077982,13:35:26 08/24/19,l,Disturb Peace,3,1509 PLEASANT VIEW AVE # D1,COR
,,19C077983,13:35:27 08/24/19,l,H/R Coll Past,4,EL CAMINO AVE & E SIXTH ST;MAIL RPT,COR
,,19C077984,13:36:46 08/24/19,l,Follow Up,4,2511 SENA ST,COR
,,19C077987,13:39:48 08/24/19,l,911 Hangup,2,1220 W ONTARIO AVE; CORONA FRIENDS CHURCH,COR
,,19C077989,13:47:23 08/24/19,lf,Vegetation Low,1,EL SOBRANTE RD & E SIXTH ST,COR
,,19C077991,13:49:41 08/24/19,l,Alarm Call,2,2392 CARLENE CIR,COR
,,19C077992,13:51:59 08/24/19,l,Hazard,3,E ONTARIO AVE & CALIFORNIA AVE,COR
,,19C077993,13:57:33 08/24/19,l,Patrol Info,4,2710 LAKESHORE DR; DOS LAGOS THEATRES AT DOS LAGOS,COR
YES,'Location' garbled/scrambled text,19C077995,14:02:27 08/24/19,l,Alarm Call,2,675 N TREEMONT PL # 105;WASHINGTON RESD,COR
,,19C077996,14:05:47 08/24/19,l,911 Hangup,2,725 S MAIN ST; 99 CENT STORE,COR
,,19C077998,14:17:23 08/24/19,l,Stranded Veh,3,GREEN RIVER RD & 91 WB ON RAMP,COR
,,19C077999,14:18:34 08/24/19,l,Stranded Veh,3,930 E SIXTH ST; CITY PARK; E2 ON SCENE,COR
,,19C078000,14:22:59 08/24/19,l,Incorrigible,2,1432 ELGIN WAY,COR
,,19C078001,14:23:36 08/24/19,l,911 Hangup,2,881 CORSICA DR,COR
YES,'Location' garbled/scrambled text,19C078002,14:30:48 08/24/19,l,Alarm Call,2,1932 ELISE WAY;WE DO EQIUPMENT,COR
,,19C078003,14:31:55 08/24/19,l,Patrol Info,4,3148 WINDHAVEN WAY,COR
,,19C078004,14:33:40 08/24/19,l,Property Check,4,800 S MAIN ST; CORONA REGIONAL MEDICAL CENTER,COR
,,19C078005,14:35:26 08/24/19,l,Property Check,4,1260 E ONTARIO AVE; ALBERTSONS,COR
,,19C078006,14:35:51 08/24/19,l,Alarm Call,2,2740 PALISADES DR;SIGNATURE SALES INC,COR
,,19C078009,14:38:33 08/24/19,l,Patrol Info,4,S MAIN ST & W OLD MILL RD,COR
